TransactionID,Time,Amount,CardholderName,MerchantName,MCC,Location,Device,IPAddress,TransactionSpeed,Fraud
4041,2025-01-03 10:15:50,351.64,Jessica Thompson,"Stark, George and Barton",5968,Floresville,POS,214.164.34.81,34.84,0
4042,2024-12-14 10:20:15,744.92,Adam Smith,Franco-Holloway,5968,Parkerville,Android,138.81.226.206,35.14,0
4043,2024-05-24 10:13:16,636.71,Jennifer Payne,"Cobb, Williams and Dennis",5968,Barajaston,Android,8.213.195.53,0.66,0
4044,2024-06-01 12:59:07,510.3,Steven Crosby,Williams Ltd,5968,Maloneview,Web,14.75.234.61,59.93,0
4045,2024-11-02 16:56:04,752.28,Michael Forbes,Walls-Roberson,5968,Theresamouth,iOS,98.187.23.131,10.2,0
4046,2024-08-10 01:53:34,722.38,Shawn Cook,Gilmore PLC,7299,South Melissa,iOS,153.32.43.115,14.64,0
4047,2025-04-11 17:49:26,283.78,Tracey Colon,"Jennings, Hooper and Jones",7299,Danielside,POS,159.190.187.194,16.73,0
4048,2024-11-12 16:04:22,808.79,William Fischer,"Chambers, Burton and Sanchez",5942,Lake Kaylastad,POS,193.10.136.216,22.44,0
4049,2024-10-08 14:24:41,632.2,Carmen Lopez,Zhang-Hernandez,7299,Beltranbury,Web,158.235.104.150,50.89,0
4050,2024-09-26 17:59:48,783.22,Sean Burnett,"Harris, Martinez and Kaufman",5968,South Amandaland,POS,129.242.207.208,13.42,0
4051,2024-08-30 11:14:30,755.98,Daniel Clark,"Steele, Newman and Williams",5261,New Michele,iOS,177.236.129.29,49.9,0
4052,2024-09-17 23:26:02,148.73,Daniel Dawson,Kirby and Sons,5411,Simsbury,iOS,56.90.67.245,4.34,0
4053,2024-07-29 00:26:56,135.31,Brendan Carter,Higgins-Townsend,5812,Jacksontown,Android,152.19.12.91,15.25,0
4054,2024-08-16 11:25:10,710.07,Cathy Young,"Brown, Bailey and Jensen",7299,Joshuaton,Android,197.241.76.106,35.67,0
4055,2024-12-17 00:56:03,257.99,Dylan Garcia,Melendez-Brown,5411,Cherylfurt,Android,113.195.196.164,49.62,0
4056,2024-07-23 10:19:16,389.79,William Gutierrez,Olson-Hess,5812,East Daniel,iOS,39.249.12.182,40.09,0
4057,2024-11-15 17:48:18,393.52,Sandra Tate,Dominguez-Nelson,5261,East Mathewtown,iOS,185.177.114.97,50.4,0
4058,2024-07-22 09:36:14,123.2,Christopher Hays,"Leon, Duncan and Oconnor",7299,Sandraland,Web,31.79.134.192,38.16,0
4059,2024-05-16 18:59:17,696.43,Michael Hernandez,"Pittman, Baker and Graves",7299,Tylershire,Web,153.113.181.117,51.01,0
4060,2024-08-11 05:24:55,845.1,Manuel Carter,"Garcia, Cannon and Horn",5968,Sharonton,POS,169.116.106.149,29.81,0
4061,2025-04-09 06:17:40,198.16,Kyle Love,Johnson PLC,5261,Port Elizabeth,Android,214.115.195.89,39.96,0
4062,2024-12-31 14:20:20,772.82,Melody Wilson,James-Webb,5942,Fordchester,Android,221.85.105.214,14.14,0
4063,2024-11-04 16:22:35,576.28,Holly Wise,"Martinez, Valentine and Hampton",5968,West Fernando,iOS,170.103.59.6,40.01,0
4064,2025-04-20 03:50:12,473.69,Brian Dunn,Santos LLC,5942,Susanfort,iOS,84.82.174.113,8.27,0
4065,2024-06-16 17:29:23,993.51,Maria Browning,Martin-Doyle,7299,West Benjamin,Web,213.177.194.21,9.43,0
4066,2024-07-16 04:16:00,33.51,Riley Moran,"Herring, Robbins and Horton",7299,South Gordonfort,iOS,191.16.183.101,48.17,0
4067,2025-01-06 11:29:48,65.06,Tamara Green,"Mcbride, Oconnell and Cameron",5261,West Jeremy,Web,91.50.135.234,11.18,0
4068,2024-06-02 20:31:05,736.31,Erik Thomas,"Martin, Lambert and Blevins",5411,Amberview,Android,3.126.168.136,59.14,0
4069,2024-08-27 02:05:44,444.04,Dale Turner,Green PLC,5411,Mathewsborough,Web,14.88.163.136,12.43,0
4070,2025-02-10 09:14:49,13.09,Jaclyn Singleton,Compton-Mills,7299,South Tony,Web,77.62.41.6,56.97,0
4071,2024-06-21 17:06:12,456.42,Walter Gonzalez,Anderson Inc,7299,Tannerstad,Android,172.247.176.150,2.25,0
4072,2024-05-26 13:32:04,45.72,Justin Mckinney,Mendoza Ltd,5261,New Savannah,Android,131.239.193.32,17.68,0
4073,2025-01-30 20:54:03,107.19,Connie Lee,Aguirre Inc,5942,South Gregory,iOS,143.0.55.191,30.45,0
4074,2024-11-30 08:07:33,142.53,Shannon Reid,"Nelson, Alexander and Cox",5812,Lynnview,iOS,146.135.203.65,26.85,0
4075,2025-03-10 02:30:50,485.04,Lisa Newton,"Pena, Newman and Jones",5942,East Dianeborough,Android,162.178.211.170,52.11,0
4076,2024-06-27 23:54:35,139.3,Dustin Garcia,Williams-Hartman,5411,South Sherry,POS,197.242.62.33,14.87,0
4077,2024-10-20 01:27:12,145.85,Diana Cook,Wells LLC,5261,New Bryanfort,POS,121.9.254.118,7.38,0
4078,2024-06-18 06:46:32,402.35,Kathleen Rowland,Mata-Smith,5411,West Sandra,iOS,19.136.10.77,43.27,0
4079,2024-06-21 09:35:40,943.94,Rachel Smith,"Wade, May and Wallace",7299,Mclaughlinport,POS,130.21.60.44,23.48,0
4080,2024-07-04 09:23:22,638.06,Daniel Smith,Nguyen Inc,5261,East Desiree,Android,165.207.188.44,16.23,0
4081,2024-09-25 18:10:43,629.88,William Torres,"Harper, Williams and Wallace",5968,Lake William,POS,103.26.149.19,0.31,0
4082,2024-08-24 06:03:50,343.95,Keith Palmer,West Ltd,5812,Teresachester,Android,11.159.229.21,5.27,0
4083,2024-10-02 13:31:20,416.5,Christine Shelton DDS,"Bender, Le and Allen",5812,South Jeremybury,Web,126.156.244.84,12.54,0
4084,2024-07-14 17:54:44,494.39,Eric Phillips,"Daniels, Payne and Vasquez",5968,Lake Timothy,Web,54.188.149.142,41.73,0
4085,2025-02-20 01:45:37,603.9,Randall Benjamin,Anderson-Horton,7299,South Jeanette,POS,221.21.148.100,7.04,0
4086,2024-07-09 21:24:57,75.42,Justin Valentine,Garcia Group,5261,Port Jenniferborough,iOS,153.31.102.127,22.57,0
4087,2025-01-10 05:10:47,192.96,Michelle Henson,Santiago-Perez,7299,East Patrick,POS,217.207.2.44,58.38,0
4088,2025-01-26 14:54:40,498.32,Calvin Andrews,"Perez, Hughes and Jones",5942,East Janet,iOS,58.36.80.159,47.58,0
4089,2024-07-17 09:17:19,12.32,Tammy Robbins,"Butler, Fritz and Winters",5411,East David,Android,5.200.183.253,49.41,0
4090,2024-11-05 23:42:54,785.87,Kyle Patel,"Hernandez, Wise and Sellers",5261,North Brandon,Android,6.244.170.97,13.85,0
4091,2024-05-13 21:12:21,280.69,Michael Garcia,Williams-Mays,5942,Lake April,Android,163.242.58.98,18.44,0
4092,2025-04-25 04:08:42,784.79,Albert Glass,Harmon Inc,5942,Julieburgh,Web,132.79.79.166,9.49,0
4093,2025-04-04 05:34:41,86.03,William Cowan,"White, Lewis and Wright",5411,Wyattport,Web,106.154.26.61,47.96,0
4094,2025-03-24 23:17:06,18.61,Erica Baxter,Henderson LLC,5812,Keithtown,POS,70.137.22.123,10.93,0
4095,2024-05-05 10:07:20,613.83,Karen Jones,Mccall-Willis,5411,Morganberg,iOS,196.236.102.86,23.47,0
4096,2024-10-26 01:14:29,420.87,Blake Jennings,"Charles, Molina and Jones",5968,Port Nicole,Web,201.249.159.205,23.51,0
4097,2025-02-17 10:02:06,302.35,Christina Levy,Hernandez-Frye,5411,Gonzalesstad,POS,150.177.21.82,14.91,0
4098,2024-05-01 14:12:08,892.27,Adam Barnett,"Hill, Hubbard and Sparks",5942,Port Destinyport,POS,36.140.9.173,33.15,0
4099,2025-02-21 17:21:42,614.51,Molly Silva,Andrade-Allen,5812,South Jasonmouth,POS,70.112.18.173,2.77,0
4100,2024-10-22 09:02:47,846.78,Dr. Bruce Turner,"Villanueva, Neal and Anderson",5261,Davisfurt,iOS,222.116.15.130,54.44,0
4101,2025-01-02 03:10:24,721.02,Nancy King,Rodriguez-Boyd,5812,East Joseph,Android,196.176.185.118,10.19,0
4102,2025-01-18 05:38:26,642.71,Eileen Lucas,Ramirez Group,5968,North Lisa,Web,151.255.70.223,1.43,0
4103,2024-10-03 08:30:35,670.33,Christina Smith,Johnson-Barnes,5812,Tyronefurt,POS,84.66.10.132,56.91,0
4104,2025-04-02 11:26:02,304.73,John Johnson,"Cole, Morales and Larson",5812,East Charlotteville,POS,132.173.7.204,10.65,0
4105,2024-10-23 19:19:17,758.84,Timothy Romero,Hayes-Espinoza,5942,Lake Kristen,POS,193.255.73.179,38.41,0
4106,2025-04-14 22:45:04,3216.56,Margaret Taylor,Giles and Sons,5942,Shannonland,Android,122.204.132.67,117.1,1
4107,2024-10-18 04:39:50,879.82,Nicole Adams,Gardner-Henderson,5411,Annland,iOS,72.62.53.8,4.91,0
4108,2024-05-18 06:22:30,224.86,Joseph Garrison,"Blair, Fernandez and Peterson",5261,Wyattberg,Android,174.114.126.25,41.49,0
4109,2024-06-01 16:59:07,301.93,Willie Carpenter,Carr Inc,5968,Laurenview,Web,104.171.180.164,20.91,0
4110,2024-07-09 13:19:28,490.06,Amy Stephenson,Dudley and Sons,5812,South Tiffanyport,POS,122.157.155.61,43.34,0
4111,2024-06-22 07:22:12,509.31,Mario Chang,"Mccoy, Smith and Zuniga",5411,Lake Dustinland,POS,62.15.16.149,54.32,0
4112,2024-11-30 05:59:56,924.6,Rebekah Molina,Powell LLC,5812,Ballport,Web,59.189.68.73,47.46,0
4113,2024-09-04 16:22:25,261.11,Pamela King,Howard Inc,7299,Donaldton,Web,134.12.55.95,32.71,0
4114,2024-12-30 06:18:45,26.89,Tina Little,"Khan, Holloway and Herring",5261,Alexandraview,iOS,217.45.103.167,43.61,0
4115,2024-11-17 02:51:05,876.16,Blake Nguyen,Smith-Gregory,5261,North Vincent,Web,64.6.173.92,4.93,0
4116,2025-01-28 16:09:24,203.09,Heather Lamb,Richards-Coleman,5261,Moodyburgh,Android,172.175.126.166,19.83,0
4117,2024-05-23 23:25:38,593.75,Michelle Best,Kramer-Oneill,5812,North Williamshire,POS,142.81.155.142,26.81,0
4118,2025-03-18 05:19:38,201.94,Desiree Hunter,Crane-Newman,5942,Paulchester,Web,164.170.12.13,50.88,0
4119,2024-12-07 17:51:53,626.04,Heidi Williams,Roberts-Jordan,7299,New Joytown,POS,172.123.162.81,44.69,0
4120,2024-07-04 21:15:19,95.39,Kimberly Nelson,Nash-Barnes,7299,East Sarahshire,iOS,35.215.77.10,10.57,0
4121,2025-02-24 00:23:22,856.33,Christian Russell,"Rich, Alexander and Perez",5942,Daviestown,Web,162.122.45.139,30.96,0
4122,2024-09-14 17:46:28,208.74,Renee Cervantes,Stevens-Robinson,5411,Petersonberg,iOS,188.160.249.163,13.92,0
4123,2025-04-05 11:52:15,404.98,Shelley Camacho DDS,Green LLC,5261,East Paulland,Web,175.191.233.220,21.7,0
4124,2025-04-17 15:30:11,851.8,Zachary Murphy,Keller PLC,5968,South Nicholasfurt,POS,126.192.34.46,9.94,0
4125,2025-02-18 11:26:38,389.24,Scott Kennedy,"Walker, Miles and Walsh",5942,Floresport,Web,68.2.89.155,14.5,0
4126,2024-08-29 12:41:00,885.76,Scott Williams,West-Rogers,5968,Barbaraville,Web,160.77.85.235,52.76,0
4127,2025-03-03 15:11:53,489.83,Mark Davis,"Ramirez, Carter and Yu",5968,East Austinchester,iOS,61.127.136.1,37.1,0
4128,2024-12-12 20:48:38,916.43,Michelle Delgado,"Summers, Miller and Medina",5261,West Nicholas,iOS,215.139.253.154,4.62,0
4129,2024-08-02 11:20:49,524.88,Melanie Hudson,Robinson Ltd,5411,East Adam,Web,121.224.39.250,24.73,0
4130,2024-07-13 15:33:17,755.02,Kelly Williams,"Tyler, Molina and Sellers",7299,Lake Reneeville,POS,216.35.67.193,12.1,0
4131,2024-12-21 11:43:30,367.69,Melissa Brown,Smith-Maldonado,5968,North Amyberg,Android,110.46.153.169,57.93,0
4132,2024-06-26 03:20:26,939.34,Anthony Garcia,"Brooks, Mcdowell and Jordan",5261,New Michael,Web,118.114.254.173,50.68,0
4133,2025-01-11 12:25:37,689.56,Shannon Simon,Price-Evans,5261,West Jaimefort,iOS,160.129.111.135,3.74,0
4134,2024-11-27 10:06:03,909.7,David Day,Glover-Taylor,7299,Stephanieborough,Web,20.194.96.106,55.17,0
4135,2024-10-28 03:31:15,867.48,Sean Hall,Parker-Davidson,7299,Gomezberg,Android,80.29.150.3,59.48,0
4136,2024-10-28 18:57:00,242.11,Emily Terry,"Moss, Peterson and Caldwell",5812,East Kendra,POS,109.158.79.202,17.49,0
4137,2025-04-14 21:42:26,594.33,Derek Gamble,Castillo-Ramirez,7299,Julieland,POS,167.33.248.165,29.67,0
4138,2024-07-22 19:26:14,661.56,Joel Palmer,"Mccoy, Turner and Davis",5942,Stephenfurt,Web,35.166.226.120,39.05,0
4139,2024-12-12 07:35:05,561.87,Robert Conway,"Reed, Edwards and Curtis",5812,West Emily,iOS,126.116.72.196,38.2,0
4140,2025-01-27 13:23:18,385.21,Jennifer Richardson,"Martinez, Davis and Miller",5812,Andremouth,iOS,26.142.149.113,7.59,0
4141,2025-01-28 20:42:26,409.66,Lisa Miles,"Cline, Vasquez and Wright",5411,South Joseton,iOS,169.167.179.131,58.7,0
4142,2025-04-24 21:39:57,276.47,Alexandra Adams,Harvey and Sons,5968,Brooksstad,Android,90.248.1.254,20.81,0
4143,2024-07-08 18:58:07,756.49,James Ray,Lopez LLC,5812,New Bradleyport,POS,149.207.194.46,53.35,0
4144,2024-12-20 07:27:56,715.8,John Wilson,Allison-Stephens,5411,Port Cynthiaberg,Android,204.114.4.29,26.89,0
4145,2024-08-31 19:34:21,45.19,Ashley Montgomery,Clark-Martin,5261,New David,Web,59.100.185.50,50.45,0
4146,2024-05-29 19:36:36,46.35,Tammie Smith,"Wilson, Wilson and Miller",5411,Christopherton,iOS,113.234.59.185,3.97,0
4147,2024-08-24 15:35:18,981.16,Thomas Haas,Lopez-Keller,5812,Lake Timothychester,Android,126.99.106.93,38.95,0
4148,2024-06-17 13:28:25,958.05,John Ellis,Alexander Inc,5968,Alyssaburgh,POS,197.10.239.78,3.52,0
4149,2024-07-27 02:25:51,214.74,Samantha Mills,Roman Group,5812,Ericksonberg,POS,54.96.98.38,26.59,0
4150,2024-11-22 10:07:31,749.19,Angela Hanna,"Thomas, Hall and Preston",5942,Sheaville,Android,34.214.35.165,21.42,0
4151,2024-05-10 17:36:26,874.19,Katherine Schneider,Lawrence LLC,5411,East Bethany,Android,165.40.92.114,57.79,0
4152,2024-12-07 19:33:41,594.35,Adam Cruz,Klein-Conner,5411,Ronaldburgh,Android,97.71.65.144,21.25,0
4153,2024-10-20 01:00:27,930.22,Robert Myers,Miller-Lewis,5968,Loriberg,Web,36.199.97.186,42.16,0
4154,2024-09-16 19:48:52,59.59,Christina Butler,Conrad-Ball,5968,South Keith,Android,78.242.28.12,42.85,0
4155,2025-03-21 16:54:15,640.48,Alexandra Figueroa,Gonzalez-Jones,5411,Lake Monicamouth,Web,184.47.199.205,35.78,0
4156,2024-11-29 11:15:02,568.03,Austin Wilson,Meyer Ltd,5942,West Brandifort,Web,116.83.70.228,19.31,0
4157,2025-01-02 14:40:08,128.03,Alicia Roy,"Smith, Dunn and Weeks",7299,New Kristina,POS,3.106.33.234,22.81,0
4158,2025-02-09 13:09:06,152.83,Mark Curtis,"Mora, Williams and Hicks",5812,Markbury,POS,173.179.145.72,46.12,0
4159,2025-01-20 21:00:09,869.83,Wesley House,Paul-Clark,7299,Norrisside,Web,102.181.90.71,49.6,0
4160,2025-02-07 14:17:52,678.8,Madison Shepherd,Jackson-Malone,7299,North Amymouth,Web,164.38.40.28,37.88,0
4161,2024-07-05 00:08:23,879.48,Jacob Cantu,Rodriguez PLC,5411,Goodberg,Android,165.197.32.156,29.83,0
4162,2024-11-12 10:06:59,930.13,Michelle Smith,"Johnson, Myers and Russell",5942,Waltersfurt,POS,176.52.80.194,47.56,0
4163,2024-07-27 19:54:27,641.13,Scott Rose,Vazquez-Marks,7299,South Eileenchester,POS,188.173.255.71,7.2,0
4164,2024-11-09 18:12:25,22.17,Timothy Evans,"Pace, Brown and Mclaughlin",5968,New Samantha,Web,56.118.85.136,10.4,0
4165,2024-05-31 13:50:15,397.55,Jeffrey Perez,Maldonado-Boyd,5261,Port Wendyhaven,POS,136.36.50.180,9.6,0
4166,2025-02-11 23:29:07,86.92,Casey Stein,Brown-Kelly,5968,Burnsmouth,POS,210.45.201.160,50.39,0
4167,2024-10-09 13:45:08,666.66,Sara Wood,"Pacheco, Suarez and Brennan",5411,Glennberg,Android,24.249.255.237,25.86,0
4168,2024-10-28 17:54:33,698.33,Terry Mills,"Martin, Kim and Garcia",5942,Benjaminport,iOS,186.228.95.22,3.97,0
4169,2025-03-14 01:00:29,674.93,Donna Johnson,Casey-Preston,5261,Lake Lori,Android,31.215.32.172,47.39,0
4170,2025-01-25 06:05:18,704.69,Julie Jordan,"Martinez, Mills and Mueller",5411,Nancyside,POS,157.71.165.142,13.19,0
4171,2024-09-03 21:45:57,772.97,Dylan Mitchell,Peterson-Saunders,5411,Lake Jessicaberg,Web,82.147.221.174,40.46,0
4172,2025-01-05 08:08:53,226.94,Kelly Stone,"Reid, Butler and Montes",5261,North Kaylachester,POS,159.202.173.112,38.6,0
4173,2024-08-27 00:07:23,228.9,Amanda Clarke,Stokes LLC,5411,Loveland,Android,218.30.235.10,50.79,0
4174,2025-02-26 07:11:57,159.94,Dakota Wallace,"Barr, Murray and White",7299,Vaughanstad,Android,122.102.213.224,5.18,0
4175,2024-09-21 10:44:30,512.36,James Mata,Zhang-Garcia,5942,Crystalmouth,Web,2.162.131.198,20.67,0
4176,2024-10-08 22:37:42,387.11,Tiffany Armstrong,Mills-Williams,5968,Port Tamarachester,iOS,190.179.69.161,13.79,0
4177,2024-10-02 02:16:35,89.37,Anna Williams,Heath-Shea,7299,North Kristinview,iOS,173.229.185.192,25.39,0
4178,2024-11-09 11:58:26,905.07,Heather Dawson,"Young, Skinner and Kaufman",5812,Port Justinfurt,Android,123.229.238.219,21.92,0
4179,2024-06-09 18:41:03,843.31,Cheryl Jacobs,Brennan Group,5968,Rebeccastad,iOS,138.46.208.5,10.19,0
4180,2024-08-21 11:21:32,480.86,Brittany Lucas,"Jones, Perez and Robinson",5942,North Connor,Web,188.100.63.31,17.36,0
4181,2024-09-06 17:16:29,517.47,Bobby Buchanan,Buchanan-Taylor,5968,Gonzalezshire,Android,36.26.111.144,46.67,0
4182,2024-09-14 15:26:02,711.65,Anna Hays,"Allen, Chase and Simmons",5968,West Kevinville,Web,54.126.123.47,9.39,0
4183,2024-11-20 06:26:25,806.31,Mr. David Mitchell,"Callahan, Sutton and Martin",5411,Hoport,Android,205.239.200.81,33.41,0
4184,2025-01-08 11:11:07,766.78,Cindy Jacobs,Montgomery Ltd,5812,East Lucasborough,iOS,142.132.232.141,6.9,0
4185,2025-04-04 10:04:17,396.14,Jackson Franklin,"Fisher, Villarreal and Richmond",5411,North Larrychester,iOS,186.75.201.95,53.88,0
4186,2025-01-03 03:41:18,403.08,Douglas Leach,Hughes PLC,7299,Millerton,Android,83.253.65.35,56.12,0
4187,2024-06-10 20:06:55,912.18,Kevin Ramirez,Rubio-Dennis,5411,Hallstad,Android,85.30.57.70,24.37,0
4188,2025-04-07 14:49:44,332.22,Karen Mendez,Mann-Montgomery,5261,Ryanmouth,Web,68.17.30.148,31.05,0
4189,2025-03-11 12:34:09,223.24,Kevin Nelson,"Carlson, Johnson and Thomas",5812,Lake Stephen,Android,103.205.235.109,42.9,0
4190,2024-08-04 16:20:55,900.76,Chelsea Smith,Anderson-Wallace,5968,Autumnland,POS,192.144.128.154,18.62,0
4191,2025-03-10 03:13:34,613.72,Rachel Lewis,"Gibbs, Mann and Kemp",5942,Franklinberg,Web,189.250.50.225,36.93,0
4192,2024-08-04 19:32:44,532.32,Michael Gross,Anderson Group,5411,Marialand,Android,79.113.88.83,57.23,0
4193,2024-12-02 13:56:39,468.87,Taylor Knight,Kim and Sons,7299,West Keith,iOS,52.192.69.140,31.15,0
4194,2024-08-16 02:04:37,414.87,Heather Dixon,Perry and Sons,5942,Port Dustintown,iOS,29.151.174.109,51.38,0
4195,2025-03-28 08:38:08,242.88,Bradley Wallace,Thompson-Duran,5812,North Amberborough,iOS,77.143.153.79,22.01,0
4196,2024-05-08 09:24:53,731.64,Mr. Michael Sullivan DDS,"Krause, Mills and Park",5261,Robinland,POS,172.5.64.139,25.46,0
4197,2024-05-15 18:08:06,455.1,Janice Knight,Robbins-Jacobs,5411,Popeberg,Android,79.213.178.97,51.69,0
4198,2025-04-27 01:27:08,764.29,Patrick Berg,"Klein, Gray and Abbott",7299,North Shelby,iOS,35.205.43.32,25.4,0
4199,2024-05-25 01:39:48,808.16,Peter Jackson,Acosta-Mclaughlin,7299,Jessicafurt,iOS,153.253.72.184,13.58,0
4200,2025-03-09 14:53:00,106.77,Susan Lawson,King and Sons,5942,Ashleyburgh,POS,31.20.216.179,21.86,0
4201,2024-07-16 09:33:04,419.13,Robert Perry,Mills Group,5261,Johnsontown,POS,98.187.205.25,9.08,0
4202,2025-03-01 23:49:38,840.11,Jordan Clark,"Smith, Tate and Fuentes",5968,Beckchester,iOS,154.47.226.218,54.58,0
4203,2025-02-10 01:46:12,22.28,Michael Alexander,Howell Inc,7299,Riggshaven,Android,169.187.88.198,55.97,0
4204,2024-05-30 19:27:41,205.63,Preston Jimenez,Young-Wang,5261,Jessicamouth,Android,134.128.194.191,24.47,0
4205,2025-04-17 17:54:03,369.05,Angel Bell,Tran-Fernandez,5261,South Heather,Web,135.94.87.153,55.29,0
4206,2024-11-07 03:52:14,667.49,Kelsey Davis,Young-Romero,7299,Ellisport,Android,209.152.22.200,47.47,0
4207,2025-03-31 10:17:33,365.13,Hannah Flowers,Taylor PLC,5261,Fostertown,Android,214.172.158.88,33.5,0
4208,2024-10-26 04:14:47,425.34,Kimberly Madden,Glover and Sons,5968,Hopkinsberg,Web,200.173.78.130,15.98,0
4209,2025-04-01 10:08:25,728.6,Bobby Anthony,Jensen-Garcia,5968,New Taylormouth,Android,188.225.105.111,0.89,0
4210,2024-09-09 23:07:28,166.82,Courtney Harper,Simmons Inc,7299,North Randall,iOS,147.32.101.173,41.66,0
4211,2025-04-15 20:24:25,778.09,Gary Perry,"Jones, Jackson and Alvarez",5942,New Michael,Web,169.110.101.224,12.43,0
4212,2024-07-17 16:57:00,166.84,Cheryl Bush,"Bennett, Rodriguez and Owens",5261,Cobbtown,Android,29.204.65.228,8.98,0
4213,2024-05-09 15:34:04,346.28,Travis Frost,Flores Group,7299,Ryanmouth,Android,92.89.223.46,46.89,0
4214,2024-10-13 12:20:38,128.25,Julie Mcclure,Williams-Miller,5261,Timothyshire,POS,198.110.49.251,31.7,0
4215,2024-09-12 20:27:00,193.32,Heather Fields,Bowen-Allen,5261,Laurenview,iOS,119.92.36.166,2.41,0
4216,2024-10-16 09:46:30,499.29,Melissa Chandler,Caldwell Ltd,5411,North Robertostad,POS,17.128.97.226,35.31,0
4217,2024-07-24 08:25:25,904.99,Lisa Brooks,Decker-Weber,5411,Briggshaven,POS,37.167.54.95,32.25,0
4218,2024-11-16 00:12:48,829.42,Dr. Sarah Smith,Wright and Sons,5411,Moralesland,Web,193.174.30.83,2.34,0
4219,2024-09-19 08:41:26,850.65,Jessica Mitchell,"Kelly, Vazquez and Moore",5261,Mooremouth,Web,184.202.184.129,18.97,0
4220,2024-05-16 03:32:13,330.05,Jose Bryant,King-Odonnell,5261,New Michelle,POS,57.160.172.148,52.04,0
4221,2025-03-11 15:34:51,184.18,Rebekah Hall,"Lynch, Davis and Mcdonald",5411,Fritzport,Android,76.84.187.163,13.78,0
4222,2024-05-29 15:07:39,604.71,Carla Berger,Lewis-Johnson,5812,Port Anthonybury,iOS,69.166.85.82,39.6,0
4223,2025-02-14 19:51:35,747.85,Sara Rodriguez,Lam-Lin,7299,West Christopherfurt,iOS,107.211.174.44,6.76,0
4224,2024-11-13 03:12:07,113.63,Sergio Harris,Wilson Ltd,7299,East Tiffany,Web,185.160.64.37,8.77,0
4225,2025-04-19 10:21:13,759.71,Ronald Hoover,Eaton Ltd,5261,Johnsonborough,Android,60.241.255.204,23.95,0
4226,2025-04-14 15:34:42,298.25,Brian Bright,Taylor LLC,5261,Jenniferport,Android,198.112.210.156,42.23,0
4227,2025-03-24 17:10:56,139.48,Raymond Gilbert,Fuentes Group,7299,Lake Lisashire,POS,206.165.165.75,52.99,0
4228,2025-03-23 18:22:26,184.07,Steven Kim,Jones LLC,7299,South Craig,iOS,42.43.79.175,35.99,0
4229,2025-03-22 02:09:31,717.56,Miguel Wood,Byrd-Young,5411,East Vanessamouth,POS,68.108.18.247,15.04,0
4230,2025-04-27 16:33:48,407.89,Cathy Smith,"Taylor, Flores and Brown",5812,Port Lisa,Android,187.161.29.7,22.12,0
4231,2024-12-14 16:44:03,491.07,Lindsey Lopez,"Thomas, Castro and Mcclure",5812,East Michael,Web,218.222.86.3,37.26,0
4232,2024-09-12 15:46:42,220.51,Amanda Reynolds,Morales Group,7299,Weissport,Web,88.36.94.180,1.88,0
4233,2024-08-07 06:46:42,243.8,Wayne Donaldson,Murphy-Watson,5942,Philipbury,Android,165.98.27.182,13.44,0
4234,2025-01-10 00:28:21,369.96,Jennifer Lynn,Freeman-Jenkins,5812,Benjaminview,Android,86.196.91.1,22.82,0
4235,2024-10-20 19:34:36,470.95,Wanda Dawson,Roberts-Watson,5411,Lake Tammy,POS,64.111.179.178,50.86,0
4236,2024-08-23 13:02:36,278.57,Stephanie Harris,Jones-Walker,5812,Kimshire,POS,178.230.11.217,11.33,0
4237,2024-06-17 18:24:54,334.76,Savannah Jones,Jackson Ltd,5968,Matthewville,Web,31.236.168.254,9.49,0
4238,2024-12-17 04:24:08,285.49,William Wright,Matthews-Brown,5812,Port Jason,Android,154.98.230.60,38.59,0
4239,2025-02-06 21:06:28,64.97,Holly Hughes,"Bruce, Chang and Ryan",5411,Hernandezland,Web,60.86.128.14,3.24,0
4240,2024-12-05 11:10:40,885.72,Maria Jackson,Mccoy and Sons,5261,Johnsonfort,Web,110.94.132.15,16.79,0
4241,2024-10-19 03:02:05,382.69,Dustin King,"Stark, Carr and Finley",5812,North Timothyburgh,POS,174.193.157.130,9.19,0
4242,2024-06-08 12:29:18,379.53,Amy Brown,"Baker, Gomez and Foster",5812,East Johnnymouth,Android,43.111.143.60,49.13,0
4243,2024-10-04 16:55:44,899.65,Alexander Gentry,Frank LLC,5261,Paulmouth,POS,158.27.69.50,17.94,0
4244,2024-12-18 06:29:20,718.09,Christopher Day,Perkins-Coleman,5812,Port Olivialand,POS,210.214.110.47,22.63,0
4245,2024-11-14 00:04:53,593.24,Timothy Smith,"Harris, Nguyen and Mcpherson",5411,East Brittanyland,POS,82.137.16.203,16.29,0
4246,2025-01-13 00:18:45,565.87,Vanessa Nguyen,"Holder, Oneill and Meyers",5968,East Natalietown,POS,22.46.243.139,9.56,0
4247,2024-11-13 13:13:25,146.85,Michael Padilla,Davis Ltd,5942,Port Eric,POS,120.110.148.115,43.25,0
4248,2025-03-05 04:08:00,642.35,Trevor Knox,"Matthews, Lewis and Gregory",5261,Bradleyfurt,Android,37.63.112.31,11.76,0
4249,2024-07-21 15:08:57,462.64,William Clark,Hammond and Sons,7299,Jameschester,Web,213.116.11.146,1.05,0
4250,2025-03-08 17:00:21,308.5,Alicia Cooper,Terry-Phillips,5942,Josephhaven,iOS,65.55.209.111,29.98,0
